SrcIP,SrcPort,DstIP,DstPort,StartTime_s,EndTime_s,Duration_s,TotalBytes,TotalPackets,Retransmissions,HandshakeTime_ms,MSS,IsElephant,AvgThroughput_bps
89.148.213.3,35983,39.185.178.203,3690,1744145100.333152,1744145100.333152,0.000001,0,1,0,-1.000,1460,0,0.00
194.194.164.163,56082,233.126.88.162,443,1744145100.333107,1744145100.333107,0.000001,0,1,0,-1.000,-1,0,0.00
181.88.108.60,35462,238.18.5.133,23,1744145100.333087,1744145100.333087,0.000001,0,1,0,-1.000,-1,0,0.00
158.131.135.15,45995,82.85.67.150,4505,1744145100.333036,1744145100.333036,0.000001,0,1,0,-1.000,1460,0,0.00
187.34.236.89,59341,29.227.67.150,8581,1744145100.332995,1744145100.332995,0.000001,0,1,0,-1.000,-1,0,0.00
168.96.212.172,43777,58.34.5.133,5631,1744145100.332928,1744145100.332928,0.000001,0,1,0,-1.000,-1,0,0.00
208.121.202.172,54912,198.249.178.203,8040,1744145100.332808,1744145100.332808,0.000001,0,1,0,-1.000,-1,0,0.00
194.21.29.211,44314,93.56.67.150,873,1744145100.332790,1744145100.334623,0.001833,0,11,0,-1.000,-1,0,0.00
165.230.10.206,27277,124.255.164.163,1099,1744145100.332618,1744145100.332618,0.000001,0,1,0,-1.000,1460,0,0.00
99.136.6.71,48127,119.253.152.202,445,1744145100.332588,1744145100.332588,0.000001,0,1,0,-1.000,1460,0,0.00
246.43.192.3,37946,69.164.24.202,18208,1744145100.332585,1744145100.332585,0.000001,0,1,0,-1.000,1460,0,0.00
142.33.161.83,53470,233.235.164.163,7777,1744145100.332551,1744145100.332551,0.000001,0,1,0,-1.000,-1,0,0.00
215.68.186.130,443,199.52.156.64,63403,1744145100.332543,1744145100.335838,0.003295,619,3,0,-1.000,-1,0,1502883.16
83.28.218.137,57824,141.197.113.131,25,1744145100.332484,1744145100.332520,0.000036,2648,2,0,-1.000,-1,0,588444444.44
52.7.155.162,443,186.133.113.131,64510,1744145100.332451,1744145100.332757,0.000306,138,2,0,-1.000,-1,0,3607843.14
42.187.113.131,25,207.86.235.172,49893,1744145100.332448,1744145100.332448,0.000001,14,1,0,-1.000,-1,0,112000000.00
158.131.135.15,57433,61.220.5.133,4505,1744145100.332411,1744145100.332411,0.000001,0,1,0,-1.000,1460,0,0.00
168.96.212.172,49577,67.244.5.133,5631,1744145100.332397,1744145100.332397,0.000001,0,1,0,-1.000,-1,0,0.00
187.34.236.89,59341,145.250.67.150,34393,1744145100.332361,1744145100.332361,0.000001,0,1,0,-1.000,-1,0,0.00
238.177.63.128,34637,217.33.148.202,2375,1744145100.332289,1744145100.332289,0.000001,0,1,0,-1.000,-1,0,0.00
86.182.89.167,60935,87.142.164.163,40000,1744145100.332215,1744145100.332215,0.000001,0,1,0,-1.000,1460,0,0.00
12.208.81.205,53921,147.230.178.203,4433,1744145100.332157,1744145100.332157,0.000001,0,1,0,-1.000,1460,0,0.00
62.45.74.185,55402,197.224.67.150,23,1744145100.332089,1744145100.332089,0.000001,0,1,0,-1.000,-1,0,0.00
206.159.205.45,14573,98.92.67.150,23,1744145100.332042,1744145100.332042,0.000001,0,1,0,-1.000,-1,0,0.00
168.96.212.172,40337,125.252.5.133,5631,1744145100.331985,1744145100.331985,0.000001,0,1,0,-1.000,-1,0,0.00
91.36.148.202,3389,0.17.140.45,42292,1744145100.331965,1744145100.331965,0.000001,31,1,0,-1.000,-1,0,248000000.00
91.36.148.202,3389,250.244.158.141,22830,1744145100.331868,1744145100.331868,0.000001,0,1,0,-1.000,-1,0,0.00
168.96.212.172,60061,11.253.5.133,5631,1744145100.331755,1744145100.331755,0.000001,0,1,0,-1.000,-1,0,0.00
65.32.161.83,55634,150.164.178.203,6802,1744145100.331647,1744145100.331647,0.000001,0,1,0,-1.000,-1,0,0.00
209.228.155.175,35580,248.104.123.199,443,1744145100.331632,1744145100.331632,0.000001,0,1,0,-1.000,1452,0,0.00
241.123.110.185,38878,26.216.67.150,8989,1744145100.331600,1744145100.331600,0.000001,0,1,0,-1.000,-1,0,0.00
187.34.236.89,59341,110.205.67.150,8582,1744145100.331437,1744145100.331437,0.000001,0,1,0,-1.000,-1,0,0.00
34.115.207.193,51120,191.250.67.150,3900,1744145100.331434,1744145100.331434,0.000001,0,1,0,-1.000,1460,0,0.00
97.128.126.126,38175,172.220.173.157,80,1744145100.331352,1744145100.331352,0.000001,0,1,0,-1.000,-1,0,0.00
88.87.123.196,42950,58.29.5.133,3128,1744145100.331270,1744145100.331270,0.000001,0,1,0,-1.000,-1,0,0.00
104.15.212.54,443,255.36.148.202,50626,1744145100.331264,1744145100.331264,0.000001,0,1,0,-1.000,-1,0,0.00
183.5.89.210,58312,93.56.67.150,873,1744145100.331156,1744145100.331156,0.000001,0,1,0,-1.000,-1,0,0.00
48.107.236.120,1455,53.108.67.150,55749,1744145100.331094,1744145100.331094,0.000001,28,1,0,-1.000,-1,0,224000000.00
203.176.155.175,30932,248.104.123.199,443,1744145100.331061,1744145100.331061,0.000001,0,1,0,-1.000,1452,0,0.00
200.141.20.47,52284,54.162.24.202,12540,1744145100.331053,1744145100.331053,0.000001,0,1,0,-1.000,1460,0,0.00
112.171.204.104,61013,204.131.164.163,8001,1744145100.330944,1744145100.330944,0.000001,0,1,0,-1.000,1460,0,0.00
124.35.148.202,2000,119.78.192.3,60846,1744145100.330894,1744145100.330894,0.000001,0,1,0,-1.000,-1,0,0.00
88.87.123.196,42947,134.229.152.202,1080,1744145100.330868,1744145100.330868,0.000001,0,1,0,-1.000,-1,0,0.00
216.253.67.184,443,175.15.67.150,33885,1744145100.330833,1744145100.331429,0.000596,143,3,0,-1.000,-1,0,1919463.09
1.33.161.83,59845,109.29.238.103,50478,1744145100.330746,1744145100.330746,0.000001,0,1,0,-1.000,-1,0,0.00
146.253.113.185,33109,36.207.5.133,443,1744145100.330629,1744145100.330629,0.000001,0,1,0,-1.000,1460,0,0.00
227.129.135.15,45138,3.231.164.163,3074,1744145100.330625,1744145100.330625,0.000001,0,1,0,-1.000,1460,0,0.00
36.163.58.220,40920,37.175.67.150,63504,1744145100.330587,1744145100.330587,0.000001,0,1,0,-1.000,-1,0,0.00
93.56.67.150,443,248.39.220.93,29985,1744145100.330495,1744145100.341278,0.010783,413467,46,0,-1.000,-1,0,306754706.48
30.67.25.52,443,255.36.148.202,54936,1744145100.330473,1744145100.332886,0.002413,0,2,0,-1.000,-1,0,0.00
55.186.178.203,80,11.14.125.133,44419,1744145100.330420,1744145100.343683,0.013263,297528,40,0,-1.000,-1,0,179463469.80
119.78.192.3,60846,124.35.148.202,2000,1744145100.330322,1744145100.330347,0.000025,173,2,0,-1.000,-1,0,55360000.00
83.134.36.18,33048,176.36.148.202,5061,1744145100.330300,1744145100.330300,0.000001,0,1,0,-1.000,1460,0,0.00
46.36.148.202,22,203.70.64.200,36535,1744145100.330140,1744145100.332112,0.001972,984,2,0,-1.000,-1,0,3991886.41
69.89.50.100,16227,128.250.15.133,70,1744145100.330078,1744145100.330078,0.000001,0,1,0,-1.000,-1,0,0.00
42.80.21.47,51027,125.26.67.150,3004,1744145100.330038,1744145100.330038,0.000001,0,1,0,-1.000,1460,0,0.00
93.56.67.150,443,25.253.166.51,33238,1744145100.330011,1744145100.330011,0.000001,0,1,0,-1.000,-1,0,0.00
198.190.225.194,80,63.95.164.163,8411,1744145100.329968,1744145100.329968,0.000001,0,1,0,-1.000,-1,0,0.00
63.115.207.193,55326,79.202.152.202,9300,1744145100.329905,1744145100.329905,0.000001,0,1,0,-1.000,1460,0,0.00
194.240.143.60,52075,143.116.112.131,993,1744145100.329829,1744145100.329829,0.000001,0,1,0,-1.000,1420,0,0.00
239.129.135.15,49143,125.151.67.150,8406,1744145100.329769,1744145100.329769,0.000001,0,1,0,-1.000,1460,0,0.00
148.252.27.156,55697,233.214.5.133,5902,1744145100.329701,1744145100.329701,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64414,179.215.41.104,443,1744145100.329627,1744145100.343797,0.014170,227,5,0,-1.000,1460,0,128158.08
207.191.47.195,53476,40.207.152.202,15659,1744145100.329623,1744145100.329623,0.000001,0,1,0,-1.000,1460,0,0.00
92.169.93.185,45049,242.253.152.202,80,1744145100.329613,1744145100.329613,0.000001,0,1,0,-1.000,-1,0,0.00
99.6.233.79,1328,141.6.113.131,70,1744145100.329416,1744145100.329416,0.000001,0,1,0,-1.000,536,0,0.00
203.70.64.200,36535,46.36.148.202,22,1744145100.329395,1744145100.329395,0.000001,22,1,0,-1.000,-1,0,176000000.00
144.138.89.207,26200,120.202.178.203,6505,1744145100.329320,1744145100.329320,0.000001,0,1,0,-1.000,1460,0,0.00
244.71.101.212,45617,80.30.112.131,445,1744145100.329258,1744145100.329258,0.000001,0,1,0,-1.000,-1,0,0.00
250.123.211.3,40996,22.3.67.150,93,1744145100.329193,1744145100.329193,0.000001,0,1,0,-1.000,1460,0,0.00
186.46.5.133,8443,12.195.119.92,35584,1744145100.329096,1744145100.330478,0.001382,0,2,0,-1.000,-1,0,0.00
229.182.89.167,58415,80.63.5.133,25769,1744145100.329062,1744145100.329062,0.000001,0,1,0,-1.000,1460,0,0.00
64.212.156.198,49468,224.208.178.203,2086,1744145100.329019,1744145100.329019,0.000001,0,1,0,-1.000,1460,0,0.00
96.118.67.150,13938,76.12.53.164,443,1744145100.328953,1744145100.328953,0.000001,0,1,0,-1.000,-1,0,0.00
89.234.187.103,44074,184.148.113.131,22,1744145100.328921,1744145100.328921,0.000001,0,1,0,-1.000,-1,0,0.00
165.230.10.206,6827,169.208.67.150,10260,1744145100.328909,1744145100.328909,0.000001,0,1,0,-1.000,1460,0,0.00
249.103.6.195,60465,61.224.178.203,1026,1744145100.328836,1744145100.328836,0.000001,0,1,0,-1.000,-1,0,0.00
238.129.135.15,50918,218.54.5.133,9037,1744145100.328809,1744145100.328809,0.000001,0,1,0,-1.000,1460,0,0.00
44.190.178.203,443,150.20.0.185,47918,1744145100.328806,1744145100.329557,0.000751,17871,9,0,-1.000,-1,0,190370173.10
229.191.47.195,60318,63.178.178.203,830,1744145100.328793,1744145100.328793,0.000001,100,1,0,-1.000,-1,0,800000000.00
148.44.236.45,46645,201.43.67.150,15733,1744145100.328761,1744145100.328761,0.000001,0,1,0,-1.000,-1,0,0.00
227.129.135.15,56528,37.42.164.163,3074,1744145100.328640,1744145100.328640,0.000001,0,1,0,-1.000,1460,0,0.00
253.33.5.133,3389,125.16.22.106,52697,1744145100.328589,1744145100.328589,0.000001,0,1,0,-1.000,1460,0,0.00
111.197.15.14,45502,104.221.13.202,43,1744145100.328500,1744145100.330571,0.002071,0,3,0,-1.000,-1,0,0.00
193.236.83.154,47340,148.173.67.150,80,1744145100.328466,1744145100.328466,0.000001,0,1,0,-1.000,-1,0,0.00
14.198.67.150,59363,74.243.131.20,443,1744145100.328441,1744145100.328441,0.000001,0,1,0,-1.000,1460,0,0.00
150.195.244.91,8883,74.221.164.163,53085,1744145100.328410,1744145100.328410,0.000001,24,1,0,-1.000,-1,0,192000000.00
54.202.197.36,45589,248.104.123.199,443,1744145100.328308,1744145100.328308,0.000001,0,1,0,-1.000,1400,0,0.00
19.218.193.3,53050,177.35.148.202,49174,1744145100.328269,1744145100.328269,0.000001,0,1,0,-1.000,1460,0,0.00
238.129.135.15,35925,152.160.164.163,9037,1744145100.328198,1744145100.328198,0.000001,0,1,0,-1.000,1460,0,0.00
39.139.122.183,51722,205.203.28.133,23,1744145100.328172,1744145100.328172,0.000001,0,1,0,-1.000,-1,0,0.00
205.193.123.153,22,255.36.148.202,51738,1744145100.328134,1744145100.328134,0.000001,0,1,0,-1.000,1460,0,0.00
65.215.52.31,50538,49.162.24.202,21565,1744145100.328079,1744145100.328079,0.000001,493,1,0,-1.000,-1,0,3944000000.00
208.121.202.172,56461,59.136.178.203,8040,1744145100.328067,1744145100.328067,0.000001,0,1,0,-1.000,-1,0,0.00
11.14.125.133,44419,55.186.178.203,80,1744145100.328014,1744145100.340992,0.012978,0,21,0,-1.000,-1,0,0.00
132.191.47.195,60679,39.241.5.133,15839,1744145100.327913,1744145100.327913,0.000001,0,1,0,-1.000,-1,0,0.00
238.129.135.15,44782,139.190.164.163,9037,1744145100.327863,1744145100.327863,0.000001,0,1,0,-1.000,1460,0,0.00
120.66.222.147,49827,101.8.5.133,53300,1744145100.327817,1744145100.327817,0.000001,0,1,0,-1.000,1460,0,0.00
52.42.132.113,57115,7.166.178.203,23,1744145100.327799,1744145100.327799,0.000001,0,1,0,-1.000,1452,0,0.00
125.16.22.106,52697,253.33.5.133,3389,1744145100.327797,1744145100.327797,0.000001,0,1,0,0.792,1460,0,0.00
50.175.28.133,64413,179.215.41.104,443,1744145100.327791,1744145100.340360,0.012569,227,5,0,-1.000,1460,0,144482.46
189.165.24.202,22,116.28.86.149,55178,1744145100.327766,1744145100.327766,0.000001,52,1,0,-1.000,-1,0,416000000.00
172.17.157.59,48943,253.228.152.202,8888,1744145100.327755,1744145100.327755,0.000001,0,1,0,-1.000,-1,0,0.00
12.195.119.92,35584,186.46.5.133,8443,1744145100.327706,1744145100.329488,0.001782,24,3,0,-1.000,-1,0,107744.11
128.101.173.157,22414,169.32.161.83,61000,1744145100.327654,1744145100.327654,0.000001,0,1,0,-1.000,-1,0,0.00
166.141.182.13,8883,166.184.178.203,54289,1744145100.327620,1744145100.327620,0.000001,0,1,0,-1.000,-1,0,0.00
249.212.156.198,53943,87.208.113.131,8009,1744145100.327533,1744145100.327533,0.000001,0,1,0,-1.000,1460,0,0.00
103.206.173.157,5900,151.55.130.79,29010,1744145100.327465,1744145100.327465,0.000001,12,1,0,-1.000,-1,0,96000000.00
36.73.67.150,54396,15.203.211.162,19292,1744145100.327443,1744145100.327443,0.000001,0,1,0,-1.000,1460,0,0.00
238.129.135.15,46011,12.60.67.150,9037,1744145100.327354,1744145100.327354,0.000001,0,1,0,-1.000,1460,0,0.00
192.160.89.167,45650,240.208.178.203,63920,1744145100.327335,1744145100.327335,0.000001,0,1,0,-1.000,1460,0,0.00
209.98.252.183,5176,17.246.152.202,23,1744145100.327331,1744145100.327331,0.000001,0,1,0,-1.000,-1,0,0.00
74.229.10.206,62686,122.78.164.163,43001,1744145100.327329,1744145100.327329,0.000001,0,1,0,-1.000,1460,0,0.00
89.64.123.196,45065,97.196.34.210,22,1744145100.327313,1744145100.327313,0.000001,0,1,0,-1.000,-1,0,0.00
32.29.238.103,22,25.85.123.196,54766,1744145100.327306,1744145100.327306,0.000001,1120,1,0,-1.000,-1,0,8960000000.00
54.208.81.205,52109,127.195.67.150,61337,1744145100.327305,1744145100.327305,0.000001,0,1,0,-1.000,1460,0,0.00
224.121.54.203,443,27.109.173.157,7810,1744145100.327265,1744145100.327265,0.000001,0,1,0,-1.000,-1,0,0.00
218.93.123.87,60165,134.215.5.133,4646,1744145100.327234,1744145100.327234,0.000001,0,1,0,-1.000,-1,0,0.00
76.183.178.203,22,149.236.14.192,65283,1744145100.327206,1744145100.327206,0.000001,0,1,0,-1.000,-1,0,0.00
232.169.213.3,56083,11.248.67.150,49225,1744145100.327165,1744145100.327165,0.000001,0,1,0,-1.000,1460,0,0.00
36.179.187.119,3080,180.74.67.150,23,1744145100.327148,1744145100.327148,0.000001,0,1,0,-1.000,-1,0,0.00
247.66.222.147,56690,112.87.164.163,8081,1744145100.327142,1744145100.327142,0.000001,0,1,0,-1.000,1460,0,0.00
25.85.123.196,54766,32.29.238.103,22,1744145100.327003,1744145100.329151,0.002148,1008,2,0,-1.000,-1,0,3754189.94
118.177.120.115,25393,13.175.178.203,2078,1744145100.326980,1744145100.326980,0.000001,0,1,0,-1.000,1460,0,0.00
11.24.127.184,49348,169.218.178.203,22802,1744145100.326975,1744145100.326975,0.000001,0,1,0,-1.000,-1,0,0.00
111.180.178.203,80,28.52.176.152,2563,1744145100.326958,1744145100.326958,0.000001,1448,1,0,-1.000,-1,0,11584000000.00
143.230.10.206,24853,210.74.67.150,26182,1744145100.326887,1744145100.326887,0.000001,0,1,0,-1.000,1460,0,0.00
217.65.9.72,47963,91.45.5.133,443,1744145100.326681,1744145100.326681,0.000001,0,1,0,-1.000,1460,0,0.00
88.110.97.146,60744,219.162.24.202,6881,1744145100.326556,1744145100.326556,0.000001,0,1,0,-1.000,1460,0,0.00
42.225.219.172,443,237.110.67.150,55590,1744145100.326546,1744145100.328396,0.001850,422,2,0,-1.000,-1,0,1824864.86
236.108.67.150,44580,252.253.227.156,80,1744145100.326524,1744145100.329321,0.002797,0,4,0,-1.000,-1,0,0.00
123.4.228.110,59722,211.181.15.133,23,1744145100.326393,1744145100.326393,0.000001,0,1,0,-1.000,1420,0,0.00
98.195.28.133,80,194.102.211.85,32960,1744145100.326378,1744145100.326378,0.000001,294,1,0,-1.000,-1,0,2352000000.00
229.253.65.172,443,249.27.67.150,53332,1744145100.326242,1744145100.326242,0.000001,0,1,0,-1.000,-1,0,0.00
110.213.153.39,14232,83.47.5.133,23,1744145100.326216,1744145100.326216,0.000001,0,1,0,-1.000,-1,0,0.00
64.102.170.220,39150,95.182.178.203,22,1744145100.326204,1744145100.326204,0.000001,80,1,0,-1.000,-1,0,640000000.00
157.39.124.64,3657,131.145.178.203,8081,1744145100.326178,1744145100.326178,0.000001,0,1,0,-1.000,-1,0,0.00
161.230.10.206,48049,243.251.178.203,49152,1744145100.326062,1744145100.326062,0.000001,0,1,0,-1.000,1460,0,0.00
138.66.222.147,49579,173.139.178.203,9997,1744145100.326047,1744145100.326047,0.000001,0,1,0,-1.000,1460,0,0.00
239.129.135.15,44821,121.230.113.131,8406,1744145100.326045,1744145100.326045,0.000001,0,1,0,-1.000,1460,0,0.00
65.32.161.83,55634,148.146.178.203,5539,1744145100.325991,1744145100.325991,0.000001,0,1,0,-1.000,-1,0,0.00
117.208.81.205,52905,125.186.178.203,9200,1744145100.325839,1744145100.325839,0.000001,0,1,0,-1.000,1460,0,0.00
29.199.211.162,56492,40.217.178.203,15122,1744145100.325830,1744145100.325830,0.000001,0,1,0,-1.000,-1,0,0.00
227.129.135.15,57595,86.255.5.133,3074,1744145100.325684,1744145100.325684,0.000001,0,1,0,-1.000,1460,0,0.00
67.166.55.170,37630,37.177.178.203,8728,1744145100.325393,1744145100.325393,0.000001,0,1,0,-1.000,-1,0,0.00
201.66.222.147,49370,31.56.67.150,81,1744145100.325296,1744145100.325296,0.000001,0,1,0,-1.000,1460,0,0.00
89.148.213.3,38807,45.224.5.133,3690,1744145100.325248,1744145100.325248,0.000001,0,1,0,-1.000,1460,0,0.00
84.182.89.167,30103,243.181.113.131,18333,1744145100.325243,1744145100.325243,0.000001,0,1,0,-1.000,1460,0,0.00
193.235.111.64,61014,198.216.178.203,2000,1744145100.325210,1744145100.325210,0.000001,0,1,0,-1.000,1460,0,0.00
214.251.26.165,58914,106.121.67.150,443,1744145100.325114,1744145100.325114,0.000001,0,1,0,-1.000,1412,0,0.00
178.151.32.18,39542,221.202.178.203,8002,1744145100.325113,1744145100.325113,0.000001,0,1,0,-1.000,1460,0,0.00
47.191.6.71,10864,164.194.5.133,53,1744145100.325092,1744145100.325092,0.000001,0,1,0,-1.000,1460,0,0.00
158.131.135.15,41156,52.20.28.133,4505,1744145100.325079,1744145100.325079,0.000001,0,1,0,-1.000,1460,0,0.00
26.190.178.203,49542,104.41.231.4,443,1744145100.325060,1744145100.325060,0.000001,0,1,0,-1.000,1400,0,0.00
84.243.21.3,55128,82.0.67.150,8071,1744145100.325027,1744145100.325027,0.000001,0,1,0,-1.000,1460,0,0.00
109.250.228.45,39334,249.23.67.150,443,1744145100.324915,1744145100.324915,0.000001,0,1,0,-1.000,-1,0,0.00
213.138.108.64,6095,222.162.24.202,80,1744145100.324840,1744145100.324840,0.000001,138,1,0,-1.000,-1,0,1104000000.00
223.236.83.154,45567,98.197.152.202,81,1744145100.324807,1744145100.324807,0.000001,0,1,0,-1.000,-1,0,0.00
247.107.149.20,44420,219.200.152.202,111,1744145100.324780,1744145100.324780,0.000001,0,1,0,-1.000,-1,0,0.00
70.13.157.165,43378,52.136.178.203,1433,1744145100.324769,1744145100.324769,0.000001,0,1,0,-1.000,-1,0,0.00
148.61.38.18,60893,2.214.5.133,6446,1744145100.324761,1744145100.324761,0.000001,0,1,0,-1.000,1460,0,0.00
88.76.71.195,53169,243.159.178.203,47001,1744145100.324696,1744145100.324696,0.000001,0,1,0,-1.000,1460,0,0.00
115.170.164.185,47655,95.57.67.150,41443,1744145100.324665,1744145100.324665,0.000001,0,1,0,-1.000,-1,0,0.00
19.196.247.118,46726,235.197.152.202,23,1744145100.324471,1744145100.324471,0.000001,0,1,0,-1.000,1460,0,0.00
169.32.161.83,61000,167.145.178.203,22274,1744145100.324384,1744145100.324384,0.000001,0,1,0,-1.000,-1,0,0.00
69.229.10.206,23676,110.77.164.163,31749,1744145100.324320,1744145100.324320,0.000001,0,1,0,-1.000,1460,0,0.00
149.236.14.192,65283,76.183.178.203,22,1744145100.324259,1744145100.325389,0.001130,1048,2,0,-1.000,-1,0,7419469.03
197.137.11.156,18072,135.181.178.203,830,1744145100.324091,1744145100.324091,0.000001,0,1,0,-1.000,-1,0,0.00
79.226.135.15,32250,107.203.5.133,8081,1744145100.323984,1744145100.323984,0.000001,0,1,0,-1.000,1460,0,0.00
65.229.10.206,57500,91.206.113.131,31346,1744145100.323943,1744145100.323943,0.000001,0,1,0,-1.000,1460,0,0.00
227.129.135.15,41487,24.191.164.163,3074,1744145100.323924,1744145100.323924,0.000001,0,1,0,-1.000,1460,0,0.00
146.253.113.185,38638,94.0.5.133,443,1744145100.323886,1744145100.323886,0.000001,0,1,0,-1.000,1460,0,0.00
202.212.156.198,49292,39.3.67.150,1080,1744145100.323877,1744145100.323877,0.000001,0,1,0,-1.000,1460,0,0.00
66.229.10.206,29581,165.128.67.150,29046,1744145100.323797,1744145100.323797,0.000001,0,1,0,-1.000,1460,0,0.00
75.83.3.47,57398,0.2.67.150,443,1744145100.323772,1744145100.323772,0.000001,0,1,0,-1.000,1460,0,0.00
223.236.83.154,47417,88.191.178.203,81,1744145100.323755,1744145100.323755,0.000001,0,1,0,-1.000,-1,0,0.00
97.251.228.45,39833,250.157.67.150,10000,1744145100.323739,1744145100.323739,0.000001,0,1,0,-1.000,-1,0,0.00
55.186.178.203,443,3.86.149.18,50276,1744145100.323687,1744145100.323687,0.000001,333,1,0,-1.000,-1,0,2664000000.00
150.20.0.185,47918,44.190.178.203,443,1744145100.323656,1744145100.323656,0.000001,381,1,0,-1.000,-1,0,3048000000.00
166.244.158.141,55182,27.228.5.133,8728,1744145100.323643,1744145100.323643,0.000001,0,1,0,-1.000,-1,0,0.00
196.42.134.104,56096,51.35.148.202,22994,1744145100.323624,1744145100.323624,0.000001,0,1,0,-1.000,-1,0,0.00
